age,bigram_freq,Conc_initial,concreteness,Freq_initial,Group,Initial,diversity,Letters_initial,letters,subject,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,sex,Syll_initial,Syll_trailing,item,W_NW,accuracy,correct,correct_response,dm_source_file,response_time,trans_prob,word_freq,freq_initial
47,,,0,,0,bile,,,4,25,,,,,1,,,ptah,nw,76.66666667,0,[nonword_response],subject-25.csv,508,0,0,0
47,,,0,,0,coiled,,,5,25,,,,,1,,,shrot,nw,78.78787879,1,[nonword_response],subject-25.csv,262,0,0,0
47,,,0,,0,oval,,,7,25,,,,,1,,,hispter,nw,79.41176471,1,[nonword_response],subject-25.csv,798,0,0,0
47,,,0,,0,less,,,5,25,,,,,1,,,fuond,nw,80,1,[nonword_response],subject-25.csv,626,0,0,0
47,,,0,,0,good,,,7,25,,,,,1,,,adavnce,nw,77.77777778,0,[nonword_response],subject-25.csv,1015,0,0,0
47,,,0,,0,eighth,,,6,25,,,,,1,,,atcion,nw,75.6097561,0,[nonword_response],subject-25.csv,942,0,0,0
47,,,0,,0,chow,,,5,25,,,,,1,,,trdae,nw,75,1,[nonword_response],subject-25.csv,616,0,0,0
47,,,0,,0,way,,,5,25,,,,,1,,,agere,nw,74.50980392,1,[nonword_response],subject-25.csv,642,0,0,0
47,,,0,,0,want,,,5,25,,,,,1,,,scayl,nw,75.47169811,1,[nonword_response],subject-25.csv,701,0,0,0
47,,,0,,0,fifty,,,6,25,,,,,1,,,afarid,nw,73.21428571,0,[nonword_response],subject-25.csv,152,0,0,0
47,,,0,,0,give,,,8,25,,,,,1,,,langugae,nw,72.88135593,0,[nonword_response],subject-25.csv,710,0,0,0
47,,,0,,0,large,,,4,25,,,,,1,,,wtis,nw,73.33333333,1,[nonword_response],subject-25.csv,1278,0,0,0
47,,,0,,0,fleet,,,6,25,,,,,1,,,adivce,nw,72.13114754,0,[nonword_response],subject-25.csv,973,0,0,0
47,,,0,,0,quickly,,,5,25,,,,,1,,,allwo,nw,73.01587302,1,[nonword_response],subject-25.csv,1329,0,0,0
47,,,0,,0,glide,,,5,25,,,,,1,,,dorop,nw,73.4375,1,[nonword_response],subject-25.csv,753,0,0,0
47,,,0,,0,year,,,7,25,,,,,1,,,hunderd,nw,72.30769231,0,[nonword_response],subject-25.csv,868,0,0,0
47,,,0,,0,barbed,,,5,25,,,,,1,,,folor,nw,73.52941176,1,[nonword_response],subject-25.csv,794,0,0,0
47,,,0,,0,canned,,,4,25,,,,,1,,,aggs,nw,74.28571429,1,[nonword_response],subject-25.csv,1477,0,0,0
47,,,0,,0,hostile,,,4,25,,,,,1,,,rnik,nw,74.64788732,1,[nonword_response],subject-25.csv,829,0,0,0
47,,,0,,0,pelvic,,,6,25,,,,,1,,,strete,nw,75.34246575,1,[nonword_response],subject-25.csv,2037,0,0,0
47,,,0,,0,funny,,,5,25,,,,,1,,,adlut,nw,74.32432432,0,[nonword_response],subject-25.csv,3000,0,0,0
47,,,0,,0,their,,,4,25,,,,,1,,,fodo,nw,73.33333333,0,[nonword_response],subject-25.csv,1476,0,0,0
47,,,0,,0,acid,,,5,25,,,,,1,,,adedd,nw,74.02597403,1,[nonword_response],subject-25.csv,1073,0,0,0
47,,,0,,0,tides,,,5,25,,,,,1,,,muave,nw,74.35897436,1,[nonword_response],subject-25.csv,761,0,0,0
47,,,0,,0,chilli,,,4,25,,,,,1,,,acll,nw,74.6835443,1,[nonword_response],subject-25.csv,670,0,0,0
47,,,0,,0,drubs,,,5,25,,,,,1,,,nugde,nw,73.75,0,[nonword_response],subject-25.csv,3000,0,0,0
47,,,0,,0,recent,,,7,25,,,,,1,,,adrdess,nw,74.07407407,1,[nonword_response],subject-25.csv,2096,0,0,0
47,,,0,,0,secret,,,5,25,,,,,1,,,whsoe,nw,74.3902439,1,[nonword_response],subject-25.csv,783,0,0,0
47,,,0,,0,ozone,,,7,25,,,,,1,,,acheive,nw,75.82417582,0,[nonword_response],subject-25.csv,733,0,0,0
47,,,0,,0,lifer ,,,4,25,,,,,1,,,hgus,nw,76.08695652,1,[nonword_response],subject-25.csv,722,0,0,0
47,,,0,,0,recede,,,5,25,,,,,1,,,scoks,nw,76.34408602,1,[nonword_response],subject-25.csv,937,0,0,0
47,,,0,,0,ski,,,8,25,,,,,1,,,aicrraft,nw,76.59574468,1,[nonword_response],subject-25.csv,2630,0,0,0
47,,,0,,0,berate,,,8,25,,,,,1,,,ivnolved,nw,76.04166667,0,[nonword_response],subject-25.csv,3000,0,0,0
47,,,0,,0,should,,,4,25,,,,,1,,,baer,n,76.28865979,1,[nonword_response],subject-25.csv,1038,0,0,0
47,,,0,,0,sweeper,,,4,25,,,,,1,,,gian,n,77,1,[nonword_response],subject-25.csv,972,0,0,0
47,,,0,,0,first,,,6,25,,,,,1,,,anunal,n,76.23762376,0,[nonword_response],subject-25.csv,1099,0,0,0
47,,,0,,0,panics,,,5,25,,,,,1,,,gruop,n,76.47058824,1,[nonword_response],subject-25.csv,675,0,0,0
47,,,0,,0,will,,,6,25,,,,,1,,,appael,n,75.96153846,0,[nonword_response],subject-25.csv,713,0,0,0
47,,,0,,0,curd,,,7,25,,,,,1,,,failrue,n,75.47169811,0,[nonword_response],subject-25.csv,1990,0,0,0
47,,,0,,0,miaow,,,5,25,,,,,1,,,semll,n,75.2293578,0,[nonword_response],subject-25.csv,592,0,0,0
47,,,0,,0,beady,,,6,25,,,,,1,,,insdie,n,75.89285714,1,[nonword_response],subject-25.csv,2033,0,0,0
47,,,0,,0,research,,,5,25,,,,,1,,,alnog,n,76.10619469,1,[nonword_response],subject-25.csv,930,0,0,0
47,,,0,,0,lentil,,,5,25,,,,,1,,,alnoe,n,76.52173913,1,[nonword_response],subject-25.csv,738,0,0,0
47,,,0,,0,hodiernal ,,,6,25,,,,,1,,,aronud,n,76.72413793,1,[nonword_response],subject-25.csv,2440,0,0,0
47,,,0,,0,shitty,,,4,25,,,,,1,,,durm,n,76.92307692,1,[nonword_response],subject-25.csv,1673,0,0,0
47,,,0,,0,musty,,,7,25,,,,,1,,,mahcine,n,77.5,1,[nonword_response],subject-25.csv,991,0,0,0
47,,,0,,0,your,,,6,25,,,,,1,,,anwser,n,78.125,0,[nonword_response],subject-25.csv,3000,0,0,0
47,,,0,,0,inunct,,,4,25,,,,,1,,,rdue,n,78.46153846,1,[nonword_response],subject-25.csv,1115,0,0,0
47,,,0,,0,they,,,4,25,,,,,1,,,baet,n,78.78787879,1,[nonword_response],subject-25.csv,619,0,0,0
47,,,0,,0,canorous,,,6,25,,,,,1,,,corenr,n,78.19548872,0,[nonword_response],subject-25.csv,806,0,0,0
47,,,0,,0,would,,,6,25,,,,,1,,,appaer,n,77.6119403,0,[nonword_response],subject-25.csv,568,0,0,0
47,,,0,,0,polyp,,,5,25,,,,,1,,,egiht,n,77.69784173,1,[nonword_response],subject-25.csv,875,0,0,0
47,,,0,,0,volt,,,7,25,,,,,1,,,deifned,n,77.14285714,0,[nonword_response],subject-25.csv,1131,0,0,0
47,,,0,,0,behave ,,,4,25,,,,,1,,,suop,n,77.08333333,1,[nonword_response],subject-25.csv,1164,0,0,0
47,,,0,,0,shady,,,4,25,,,,,1,,,depe,n,77.24137931,1,[nonword_response],subject-25.csv,642,0,0,0
47,,,0,,0,blotter,,,5,25,,,,,1,,,sesne,n,77.7027027,1,[nonword_response],subject-25.csv,1314,0,0,0
47,,,0,,0,gilded,,,6,25,,,,,1,,,objetc,n,77.18120805,0,[nonword_response],subject-25.csv,769,0,0,0
47,,,0,,0,this,,,7,25,,,,,1,,,anicent,n,76.66666667,0,[nonword_response],subject-25.csv,1445,0,0,0
47,,,0,,0,deedy,,,5,25,,,,,1,,,meetr,n,76.82119205,1,[nonword_response],subject-25.csv,863,0,0,0
47,,,0,,0,loony,,,6,25,,,,,1,,,numebr,n,77.41935484,1,[nonword_response],subject-25.csv,990,0,0,0
47,,,0,,0,plate,,,4,25,,,,,1,,,cgae,n,76.92307692,0,[nonword_response],subject-25.csv,681,0,0,0
47,,,0,,0,benthos,,,4,25,,,,,1,,,letf,n,77.07006369,1,[nonword_response],subject-25.csv,2018,0,0,0
47,,,0,,0,effable,,,6,25,,,,,1,,,chesee,n,76.875,0,[nonword_response],subject-25.csv,686,0,0,0
47,,,0,,0,septic,,,4,25,,,,,1,,,ekep,n,77.16049383,1,[nonword_response],subject-25.csv,688,0,0,0
47,,,0,,0,little,,,4,25,,,,,1,,,bbay,n,77.3006135,1,[nonword_response],subject-25.csv,983,0,0,0
47,,,0,,0,cell,,,6,25,,,,,1,,,swtich,n,77.57575758,1,[nonword_response],subject-25.csv,864,0,0,0
47,,,0,,0,downright,,,6,25,,,,,1,,,nealry,n,77.97619048,1,[nonword_response],subject-25.csv,1681,0,0,0
47,,,0,,0,glabrous,,,4,25,,,,,1,,,eeys,n,78.3625731,1,[nonword_response],subject-25.csv,743,0,0,0
47,,,0,,0,certain,,,6,25,,,,,1,,,amuont,n,78.61271676,1,[nonword_response],subject-25.csv,1009,0,0,0
47,,,0,,0,cadged,,,4,25,,,,,1,,,takn,n,78.73563218,1,[nonword_response],subject-25.csv,107,0,0,0
47,,,0,,0,even,,,5,25,,,,,1,,,aomng,n,78.97727273,1,[nonword_response],subject-25.csv,757,0,0,0
47,,,0,,0,snare,,,6,25,,,,,1,,,ahppen,n,79.0960452,1,[nonword_response],subject-25.csv,1002,0,0,0
47,,,0,,0,with,,,6,25,,,,,1,,,nubmer,n,78.65168539,0,[nonword_response],subject-25.csv,662,0,0,0
47,,,0,,0,abaya,,,4,25,,,,,1,,,pian,n,78.88888889,1,[nonword_response],subject-25.csv,631,0,0,0
47,,,0,,0,strict,,,8,25,,,,,1,,,campiagn,n,79.12087912,1,[nonword_response],subject-25.csv,2439,0,0,0
47,,,0,,0,fipple,,,6,25,,,,,1,,,ssytem,n,79.23497268,1,[nonword_response],subject-25.csv,602,0,0,0
47,,,0,,0,that,,,5,25,,,,,1,,,palce,n,79.34782609,1,[nonword_response],subject-25.csv,2565,0,0,0
47,,,0,,0,revolve,,,4,25,,,,,1,,,lakc,n,79.56989247,1,[nonword_response],subject-25.csv,640,0,0,0
47,,,0,,0,whacking,,,4,25,,,,,1,,,pnoy,nw,79.67914439,1,[nonword_response],subject-25.csv,1080,0,0,0
47,,,0,,0,will,,,5,25,,,,,1,,,pltae,nw,79.89417989,1,[nonword_response],subject-25.csv,691,0,0,0
47,,,0,,0,sickle,,,5,25,,,,,1,,,sttae,nw,80.10471204,1,[nonword_response],subject-25.csv,560,0,0,0
47,,,0,,0,runny,,,6,25,,,,,1,,,scorll,nw,80.20833333,1,[nonword_response],subject-25.csv,1243,0,0,0
47,,,0,,0,cadence,,,5,25,,,,,1,,,nihgt,nw,80.31088083,1,[nonword_response],subject-25.csv,717,0,0,0
47,,,0,,0,research,,,6,25,,,,,1,,,swtich,nw,80.51282051,1,[nonword_response],subject-25.csv,2186,0,0,0
47,,,0,,0,wanker,,,4,25,,,,,1,,,aawy,nw,80.6122449,1,[nonword_response],subject-25.csv,676,0,0,0
47,,,0,,0,labarum,,,4,25,,,,,1,,,arae,nw,80.7106599,1,[nonword_response],subject-25.csv,590,0,0,0
47,,,0,,0,living,,,4,25,,,,,1,,,clel,nw,80.80808081,1,[nonword_response],subject-25.csv,488,0,0,0
47,,,0,,0,solander,,,4,25,,,,,1,,,darw,nw,79.80295567,1,[nonword_response],subject-25.csv,1212,0,0,0
47,,,0,,0,about,,,4,25,,,,,1,,,nsoe,nw,79.51219512,1,[nonword_response],subject-25.csv,2409,0,0,0
47,,,0,,0,hallowed,,,4,25,,,,,1,,,agll,nw,79.61165049,1,[nonword_response],subject-25.csv,733,0,0,0
47,,,0,,0,common,,,6,25,,,,,1,,,gruond,nw,78.84615385,0,[nonword_response],subject-25.csv,3000,0,0,0
47,,,0,,0,total,,,6,25,,,,,1,,,figrue,nw,78.94736842,1,[nonword_response],subject-25.csv,1610,0,0,0
47,,,0,,0,from,,,4,25,,,,,1,,,godl,nw,79.342723,1,[nonword_response],subject-25.csv,705,0,0,0
47,,,0,,0,worldly,,,5,25,,,,,1,,,piont,nw,79.43925234,1,[nonword_response],subject-25.csv,889,0,0,0
47,,,0,,0,uniped,,,4,25,,,,,1,,,dsah,nw,79.53488372,1,[nonword_response],subject-25.csv,586,0,0,0
47,,,0,,0,jumentous,,,4,25,,,,,1,,,tiol,nw,79.62962963,1,[nonword_response],subject-25.csv,549,0,0,0
47,,,0,,0,panurgic,,,4,25,,,,,1,,,satb,nw,79.7235023,1,[nonword_response],subject-25.csv,1091,0,0,0
47,,,0,,0,screwy,,,4,25,,,,,1,,,kist,nw,80,1,[nonword_response],subject-25.csv,1137,0,0,0
47,,,0,,0,logomachy,,,4,25,,,,,1,,,soto,nw,80.18018018,1,[nonword_response],subject-25.csv,707,0,0,0
47,,,0,,0,heart,,,6,25,,,,,1,,,behnid,nw,80.2690583,1,[nonword_response],subject-25.csv,1609,0,0,0
47,,,0,,0,croquet,,,3,25,,,,,1,,,pbu,nw,80.17621145,1,[nonword_response],subject-25.csv,1280,0,0,0
47,,,0,,0,thurifer,,,4,25,,,,,1,,,blie,nw,80.26315789,1,[nonword_response],subject-25.csv,1743,0,0,0
47,,,0,,0,carat,,,5,25,,,,,1,,,gruop,nw,80.68669528,1,[nonword_response],subject-25.csv,679,0,0,0
47,,,0,,0,clearly,,,5,25,,,,,1,,,graet,nw,80.76923077,1,[nonword_response],subject-25.csv,720,0,0,0
47,,,0,,0,omophagy,,,4,25,,,,,1,,,sihg,nw,80.85106383,1,[nonword_response],subject-25.csv,582,0,0,0
47,,,0,,0,dimmer,,,6,25,,,,,1,,,digets,nw,80.5907173,0,[nonword_response],subject-25.csv,1741,0,0,0
47,,,0,,0,support,,,4,25,,,,,1,,,frie,nw,80.67226891,1,[nonword_response],subject-25.csv,891,0,0,0
47,,,0,,0,marbled,,,4,25,,,,,1,,,tcuk,nw,80.83333333,1,[nonword_response],subject-25.csv,597,0,0,0
47,,,0,,0,musket,,,4,25,,,,,1,,,leis,nw,80.91286307,1,[nonword_response],subject-25.csv,1121,0,0,0
47,,,0,,0,nacarat,,,5,25,,,,,1,,,salst,nw,80.65843621,0,[nonword_response],subject-25.csv,1734,0,0,0
47,,,0,,0,lagging,,,5,25,,,,,1,,,yrads,nw,80.73770492,1,[nonword_response],subject-25.csv,821,0,0,0
47,,,0,,0,martlet,,,5,25,,,,,1,,,perss,nw,80.89430894,1,[nonword_response],subject-25.csv,740,0,0,0
47,,,0,,0,ratite,,,5,25,,,,,1,,,cirsp,nw,81.12449799,1,[nonword_response],subject-25.csv,772,0,0,0
47,,,0,,0,very,,,5,25,,,,,1,,,braed,nw,81.2749004,1,[nonword_response],subject-25.csv,794,0,0,0
47,,,0,,0,crusty,,,4,25,,,,,1,,,haed,nw,81.34920635,1,[nonword_response],subject-25.csv,638,0,0,0
47,,,0,,0,spent,,,5,25,,,,,1,,,godos,nw,81.4229249,1,[nonword_response],subject-25.csv,728,0,0,0
47,,,0,,0,zoolatry,,,8,25,,,,,1,,,buisness,nw,81.1023622,0,[nonword_response],subject-25.csv,1214,0,0,0
47,,,0,,0,just,,,6,25,,,,,1,,,deisgn,nw,81.15384615,0,[nonword_response],subject-25.csv,819,0,0,0
47,,,0,,0,ghostly,,,4,25,,,,,1,,,lmip,nw,81.29770992,1,[nonword_response],subject-25.csv,609,0,0,0
47,,,0,,0,must,,,6,25,,,,,1,,,efefct,nw,81.36882129,1,[nonword_response],subject-25.csv,939,0,0,0
47,,,0,,0,sinker,,,4,25,,,,,1,,,haet,nw,81.64794007,1,[nonword_response],subject-25.csv,561,0,0,0
47,,,0,,0,crotch,,,6,25,,,,,1,,,sewnig,nw,81.78438662,1,[nonword_response],subject-25.csv,1798,0,0,0
47,,,0,,0,could,,,4,25,,,,,1,,,culb,nw,81.61764706,0,[nonword_response],subject-25.csv,1275,0,0,0
51,0,4.64,0,2.13,3,slug,3,4,4,26,Noun,Verb,,,0,1,1,gags,w,78.66666667,1,[word_response],subject-26.csv,1812,0,89,213
51,,,0,,0,last,,,5,26,,,,,0,,,nihgt,nw,28.57142857,0,[nonword_response],subject-26.csv,842,0,0,0
51,,,0,,0,second,,,4,26,,,,,0,,,hlaf,nw,37.5,1,[nonword_response],subject-26.csv,875,0,0,0
51,,,0,,0,geese,,,5,26,,,,,0,,,stlye,nw,46.15384615,0,[nonword_response],subject-26.csv,1029,0,0,0
51,,,0,,0,faith,,,6,26,,,,,0,,,acorss,nw,42.85714286,0,[nonword_response],subject-26.csv,1006,0,0,0
51,,,0,,0,armed,,,6,26,,,,,0,,,focres,nw,40,0,[nonword_response],subject-26.csv,841,0,0,0
51,,,0,,0,interest,,,4,26,,,,,0,,,aicd,nw,47.05882353,1,[nonword_response],subject-26.csv,1121,0,0,0
51,,,0,,0,rustic,,,5,26,,,,,0,,,thnig,nw,52.63157895,1,[nonword_response],subject-26.csv,1013,0,0,0
51,,,0,,0,oaken,,,4,26,,,,,0,,,fiar,nw,50,0,[nonword_response],subject-26.csv,1264,0,0,0
51,,,0,,0,daily,,,4,26,,,,,0,,,psot,nw,54.54545455,1,[nonword_response],subject-26.csv,985,0,0,0
51,,,0,,0,hoax,,,5,26,,,,,0,,,laeyr,nw,58.33333333,1,[nonword_response],subject-26.csv,1400,0,0,0
51,,,0,,0,systems,,,6,26,,,,,0,,,acutal,nw,59.25925926,0,[nonword_response],subject-26.csv,1363,0,0,0
51,,,0,,0,vexes,,,8,26,,,,,0,,,lanugage,nw,57.14285714,0,[nonword_response],subject-26.csv,1232,0,0,0
51,,,0,,0,markup,,,4,26,,,,,0,,,wrie,nw,58.62068966,1,[nonword_response],subject-26.csv,1155,0,0,0
51,,,0,,0,really,,,4,26,,,,,0,,,rian,nw,58.06451613,0,[nonword_response],subject-26.csv,1333,0,0,0
51,,,0,,0,gunboat,,,7,26,,,,,0,,,absnece,nw,61.76470588,1,[nonword_response],subject-26.csv,1983,0,0,0
51,,,0,,0,index,,,6,26,,,,,0,,,clsoed,nw,63.88888889,1,[nonword_response],subject-26.csv,1115,0,0,0
51,,,0,,0,wide,,,5,26,,,,,0,,,ragne,nw,69.76744186,1,[nonword_response],subject-26.csv,982,0,0,0
51,,,0,,0,bloody,,,4,26,,,,,0,,,hlel,nw,70.45454545,1,[nonword_response],subject-26.csv,848,0,0,0
51,,,0,,0,inner,,,4,26,,,,,0,,,ctiy,nw,71.11111111,1,[nonword_response],subject-26.csv,931,0,0,0
51,,,0,,0,other,,,4,26,,,,,0,,,hnad,nw,71.73913043,1,[nonword_response],subject-26.csv,752,0,0,0
51,,,0,,0,before,,,6,26,,,,,0,,,grwoth,nw,72.34042553,1,[nonword_response],subject-26.csv,806,0,0,0
51,,,0,,0,always,,,6,26,,,,,0,,,steret,nw,74,1,[nonword_response],subject-26.csv,1061,0,0,0
51,,,0,,0,rethinks,,,6,26,,,,,0,,,acecpt,nw,73.58490566,0,[nonword_response],subject-26.csv,1504,0,0,0
51,,,0,,0,award,,,5,26,,,,,0,,,tilte,nw,74.07407407,1,[nonword_response],subject-26.csv,1064,0,0,0
51,,,0,,0,cycle,,,4,26,,,,,0,,,fnud,nw,75.43859649,1,[nonword_response],subject-26.csv,831,0,0,0
51,,,0,,0,abase,,,4,26,,,,,0,,,clal,nw,75.86206897,1,[nonword_response],subject-26.csv,1122,0,0,0
51,,,0,,0,shot,,,4,26,,,,,0,,,daed,nw,76.27118644,1,[nonword_response],subject-26.csv,855,0,0,0
51,,,0,,0,craggy,,,5,26,,,,,0,,,watse,nw,76.66666667,1,[nonword_response],subject-26.csv,840,0,0,0
51,,,0,,0,briskly,,,4,26,,,,,0,,,albe,nw,76.5625,0,[nonword_response],subject-26.csv,1512,0,0,0
51,,,0,,0,cash,,,4,26,,,,,0,,,folw,nw,76.92307692,1,[nonword_response],subject-26.csv,863,0,0,0
51,,,0,,0,credit,,,4,26,,,,,0,,,crad,nw,77.6119403,1,[nonword_response],subject-26.csv,1252,0,0,0
51,,,0,,0,stippled ,,,4,26,,,,,0,,,fcae,nw,77.94117647,1,[nonword_response],subject-26.csv,852,0,0,0
51,,,0,,0,make,,,4,26,,,,,0,,,srue,nw,78.26086957,1,[nonword_response],subject-26.csv,838,0,0,0
51,,,0,,0,date,,,5,26,,,,,0,,,awrad,nw,79.16666667,1,[nonword_response],subject-26.csv,1025,0,0,0
51,,,0,,0,time,,,4,26,,,,,0,,,amry,nw,78.37837838,0,[nonword_response],subject-26.csv,869,0,0,0
51,,,0,,0,slug,,,6,26,,,,,0,,,acecss,nw,79.48717949,1,[nonword_response],subject-26.csv,1833,0,0,0
51,,,0,,0,enforced,,,4,26,,,,,0,,,fvie,nw,79.74683544,1,[nonword_response],subject-26.csv,930,0,0,0
51,,,0,,0,winds,,,6,26,,,,,0,,,acitve,nw,78.75,0,[nonword_response],subject-26.csv,944,0,0,0
51,,,0,,0,case,,,5,26,,,,,0,,,unoin,nw,79.51807229,1,[nonword_response],subject-26.csv,1414,0,0,0
51,,,0,,0,slush,,,8,26,,,,,0,,,pratcice,nw,77.90697674,0,[nonword_response],subject-26.csv,1470,0,0,0
51,,,0,,0,many,,,4,26,,,,,0,,,dnoe,nw,78.16091954,1,[nonword_response],subject-26.csv,871,0,0,0
51,,,0,,0,local,,,8,26,,,,,0,,,chidlren,nw,76.40449438,0,[nonword_response],subject-26.csv,1461,0,0,0
51,,,0,,0,building,,,5,26,,,,,0,,,abvoe,nw,76.66666667,1,[nonword_response],subject-26.csv,1102,0,0,0
51,,,0,,0,trillion,,,7,26,,,,,0,,,accuont,nw,77.65957447,1,[nonword_response],subject-26.csv,2001,0,0,0
51,,,0,,0,puck,,,5,26,,,,,0,,,tiems,nw,77.89473684,1,[nonword_response],subject-26.csv,1236,0,0,0
51,,,0,,0,large,,,4,26,,,,,0,,,wtis,nw,77.77777778,1,[nonword_response],subject-26.csv,847,0,0,0
51,,,0,,0,snuffles,,,5,26,,,,,0,,,moedl,nw,78,1,[nonword_response],subject-26.csv,1103,0,0,0
51,,,0,,0,drubs,,,5,26,,,,,0,,,nugde,nw,76.69902913,0,[nonword_response],subject-26.csv,1298,0,0,0
51,,,0,,0,reaches,,,6,26,,,,,0,,,timesr,nw,76.92307692,1,[nonword_response],subject-26.csv,2018,0,0,0
51,,,0,,0,quickly,,,5,26,,,,,0,,,allwo,nw,77.57009346,1,[nonword_response],subject-26.csv,1050,0,0,0
51,,,0,,0,oval,,,7,26,,,,,0,,,hispter,nw,77.47747748,1,[nonword_response],subject-26.csv,933,0,0,0
51,,,0,,0,want,,,5,26,,,,,0,,,scayl,nw,76.78571429,0,[nonword_response],subject-26.csv,1939,0,0,0
51,,,0,,0,fleet,,,6,26,,,,,0,,,adivce,nw,76.31578947,0,[nonword_response],subject-26.csv,980,0,0,0
51,,,0,,0,secret,,,5,26,,,,,0,,,whsoe,nw,76.72413793,1,[nonword_response],subject-26.csv,772,0,0,0
51,,,0,,0,bile,,,4,26,,,,,0,,,ptah,nw,76.92307692,1,[nonword_response],subject-26.csv,759,0,0,0
51,,,0,,0,larval,,,4,26,,,,,0,,,ofod,nw,77.11864407,1,[nonword_response],subject-26.csv,651,0,0,0
51,,,0,,0,pelvic,,,6,26,,,,,0,,,strete,nw,77.31092437,1,[nonword_response],subject-26.csv,1298,0,0,0
51,,,0,,0,gimlet,,,6,26,,,,,0,,,coidng,nw,77.5,1,[nonword_response],subject-26.csv,1345,0,0,0
51,,,0,,0,darn,,,6,26,,,,,0,,,agered,nw,77.86885246,1,[nonword_response],subject-26.csv,2382,0,0,0
51,,,0,,0,hostile,,,4,26,,,,,0,,,rnik,nw,78.22580645,1,[nonword_response],subject-26.csv,895,0,0,0
51,,,0,,0,recede,,,5,26,,,,,0,,,scoks,nw,78.4,1,[nonword_response],subject-26.csv,1215,0,0,0
51,,,0,,0,glide,,,5,26,,,,,0,,,dorop,nw,78.74015748,1,[nonword_response],subject-26.csv,769,0,0,0
51,,,0,,0,ski,,,8,26,,,,,0,,,aicrraft,nw,78.90625,1,[nonword_response],subject-26.csv,1124,0,0,0
51,,,0,,0,fart,,,6,26,,,,,0,,,ocurse,nw,79.23076923,1,[nonword_response],subject-26.csv,973,0,0,0
51,,,0,,0,rugby,,,5,26,,,,,0,,,stgae,nw,79.38931298,1,[nonword_response],subject-26.csv,858,0,0,0
51,,,0,,0,have,,,5,26,,,,,0,,,sihgt,nw,78.78787879,0,[nonword_response],subject-26.csv,2122,0,0,0
51,,,0,,0,fifty,,,6,26,,,,,0,,,afarid,nw,78.51851852,0,[nonword_response],subject-26.csv,3001,0,0,0
51,,,0,,0,meet,,,4,26,,,,,0,,,ogne,nw,78.98550725,1,[nonword_response],subject-26.csv,818,0,0,0
51,,,0,,0,give,,,8,26,,,,,0,,,langugae,nw,78.41726619,0,[nonword_response],subject-26.csv,852,0,0,0
51,,,0,,0,ozone,,,7,26,,,,,0,,,acheive,nw,77.85714286,0,[nonword_response],subject-26.csv,1813,0,0,0
51,,,0,,0,lifer ,,,4,26,,,,,0,,,hgus,nw,78.0141844,1,[nonword_response],subject-26.csv,704,0,0,0
51,,,0,,0,year,,,7,26,,,,,0,,,hunderd,nw,77.46478873,0,[nonword_response],subject-26.csv,984,0,0,0
51,,,0,,0,people,,,6,26,,,,,0,,,numebr,nw,76.92307692,0,[nonword_response],subject-26.csv,963,0,0,0
51,,,0,,0,chilli,,,4,26,,,,,0,,,acll,nw,77.24137931,1,[nonword_response],subject-26.csv,870,0,0,0
51,,,0,,0,berate,,,8,26,,,,,0,,,ivnolved,nw,76.71232877,0,[nonword_response],subject-26.csv,1142,0,0,0
51,,,0,,0,good,,,7,26,,,,,0,,,adavnce,nw,76.8707483,1,[nonword_response],subject-26.csv,2605,0,0,0
51,,,0,,0,chow,,,5,26,,,,,0,,,trdae,nw,77.33333333,1,[nonword_response],subject-26.csv,804,0,0,0
51,,,0,,0,rapid,,,6,26,,,,,0,,,sprnig,nw,77.63157895,1,[nonword_response],subject-26.csv,1123,0,0,0
51,,,0,,0,toxic,,,4,26,,,,,0,,,tset,nw,78.20512821,1,[nonword_response],subject-26.csv,711,0,0,0
51,,,0,,0,canned,,,4,26,,,,,0,,,aggs,nw,78.48101266,1,[nonword_response],subject-26.csv,1101,0,0,0
51,,,0,,0,tides,,,5,26,,,,,0,,,muave,nw,78.88198758,1,[nonword_response],subject-26.csv,709,0,0,0
51,,,0,,0,less,,,5,26,,,,,0,,,fuond,nw,79.01234568,1,[nonword_response],subject-26.csv,1069,0,0,0
51,,,0,,0,funny,,,5,26,,,,,0,,,adlut,nw,79.26829268,1,[nonword_response],subject-26.csv,1085,0,0,0
51,,,0,,0,their,,,4,26,,,,,0,,,fodo,nw,79.28994083,1,[nonword_response],subject-26.csv,632,0,0,0
51,,,0,,0,recent,,,7,26,,,,,0,,,adrdess,nw,79.41176471,1,[nonword_response],subject-26.csv,1043,0,0,0
51,,,0,,0,coiled,,,5,26,,,,,0,,,shrot,nw,79.65116279,1,[nonword_response],subject-26.csv,920,0,0,0
51,,,0,,0,barbed,,,5,26,,,,,0,,,folor,nw,79.42857143,1,[nonword_response],subject-26.csv,1467,0,0,0
51,,,0,,0,way,,,5,26,,,,,0,,,agere,nw,79.54545455,1,[nonword_response],subject-26.csv,1029,0,0,0
51,,,0,,0,acid,,,5,26,,,,,0,,,adedd,nw,80.21978022,1,[nonword_response],subject-26.csv,1057,0,0,0
51,,,0,,0,eighth,,,6,26,,,,,0,,,atcion,nw,79.56989247,0,[nonword_response],subject-26.csv,966,0,0,0
51,,,0,,0,loony,,,6,26,,,,,0,,,numebr,n,79.14438503,0,[nonword_response],subject-26.csv,696,0,0,0
