age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject,item,trans_prob
21,59,2.86,1,102,21857,modern,3,682,1,10,age,0.000758725
19,,,1,,,time,6,682,0,11,aphlar,0
20,51,3.48,1,2,1637,wartime,6,682,0,13,allies,0.048710602
21,11,2.73,1,16,10437,cab,6,682,1,15,advice,0.01616031
21,0,2.86,1,0,22099,xylophone,6,682,1,16,action,0
21,,,1,,,art,5,682,1,18,ainde,0
19,336,1.77,1,1743,197116,with,5,682,1,24,about,0.0000261
20,0,3.07,1,0,25203,assemblage,6,682,1,25,across,0
20,0,2.12,1,0,117138,trellis,5,682,1,25,after,0
19,0,4.4,1,0,5078,saccade,5,682,1,26,adult,0
19,10,4.4,1,252,5078,large,5,682,1,3,adult,0.000444168
20,0,2.59,1,0,1600,orate,5,682,0,4,alert,0
20,0,2.27,1,0,262447,warren,3,682,0,7,all,0
20,0,3.32,1,0,7290,wicket,6,683,0,13,active,0
20,,,1,,,advance,6,683,0,13,ashluk,0
21,35,2.38,1,2048,30410,or,4,683,1,15,able,0.0000324
21,0,2.27,1,0,262447,warren,3,683,1,18,all,0
21,,,1,,,sheet,5,683,0,2,armth,0
22,10,3.97,1,259,966,back,6,683,1,21,aboard,0.000489
22,10,2.72,1,11,3941,shipped,6,683,1,21,abroad,0.022099448
19,,,1,,,socks,4,683,0,23,almn,0
19,25,2.86,1,155,22099,common,6,683,1,26,action,0.000712368
19,,,1,,,lion,5,683,1,26,alogg,0
20,10,2.59,1,19,1600,flood,5,683,1,29,alert,0.022222222
20,,,1,,,final,5,683,1,29,ainns,0
20,10,3.33,1,2,25748,airspace,5,683,1,30,above,0.117647059
20,281,1.52,1,143,2682878,few,3,683,0,32,and,0.001304734
20,16,4.11,1,2,19076,ambient,3,683,0,4,air,0.0778
19,,,1,,,seven,6,683,0,5,amooph,0
20,59,2.86,1,102,21857,modern,3,683,0,7,age,0.000758725
20,11,2.74,1,109,15429,extra,6,683,1,8,amount,0.00199078
20,,,1,,,letter,5,683,1,8,ardge,0
20,13,1.45,1,21,2220,purely,8,684,0,13,abstract,0.004290172
21,,,1,,,city,5,684,1,15,awtch,0
22,,,1,,,tank,6,684,0,17,aruild,0
21,17,3,1,196,8238,four,3,684,0,2,add,0.000303523
21,0,3.97,1,0,966,comely,6,684,0,2,aboard,0
21,35,2.38,1,2048,30410,or,4,684,1,20,able,0.0000324
22,0,2.71,1,0,3597,opulent,5,684,1,21,abuse,0
22,,,1,,,time,6,684,1,21,aphlar,0
21,0,1.57,1,0,1159,nemesis,6,684,1,22,accord,0
20,,,1,,,sheet,5,684,1,25,armth,0
20,22,1.8,1,240,56208,white,7,684,1,29,against,0.000814531
19,10,3.33,1,2,25748,airspace,5,684,1,3,above,0.117647059
22,0,3.97,1,0,966,comely,6,684,0,31,aboard,0
20,0,1.77,1,0,197116,acronym,5,684,1,8,about,0
19,0,2.12,1,0,117138,trellis,5,685,0,11,after,0
22,,,1,,,saved,6,685,1,12,ashrim,0
21,10,2.12,1,1,117138,seeker,5,685,1,14,after,0.126582278
21,0,2.71,1,0,10940,taxes,6,685,1,18,access,0
20,12,2.12,1,220,117138,black,5,685,1,19,after,0.003132404
20,,,1,,,city,5,685,1,19,awtch,0
21,59,2.86,1,102,21857,modern,3,685,1,20,age,0.000758725
21,0,1.52,1,0,2682878,drubs,3,685,1,22,and,0
19,25,2.86,1,155,22099,common,6,685,0,23,action,0.000712368
19,0,2.71,1,0,10940,taxes,6,685,1,26,access,0
19,35,2.86,1,4,22099,reflex,6,685,1,27,action,0.046321526
22,0,3.08,1,0,15891,oaf,7,685,1,28,account,0
20,,,1,,,advance,6,685,1,29,ashluk,0
20,0,4.4,1,0,5078,saccade,5,685,0,32,adult,0
20,,,1,,,course,7,685,0,4,aughthe,0
19,,,1,,,despite,4,685,1,9,ards,0
20,10,3.33,1,2,25748,airspace,5,686,0,13,above,0.117647059
20,24,2.27,1,3,262447,amidst,3,686,0,13,all,0.296370968
21,,,1,,,phone,6,686,1,14,athrex,0
21,,,1,,,saved,6,686,1,15,ashrim,0
21,0,4.11,1,0,19076,exclaim,3,686,1,16,air,0
22,,,1,,,phone,6,686,0,17,athrex,0
21,0,4.11,1,0,19076,exclaim,3,686,1,18,air,0
19,35,2.38,1,2048,30410,or,4,686,1,27,able,0.0000324
19,,,1,,,coding,4,686,0,5,ance,0
20,10,2.74,1,8,15429,finite,6,686,0,7,amount,0.025316456
20,10,2.72,1,11,3941,shipped,6,686,0,7,abroad,0.022099448
19,0,2.71,1,0,3597,opulent,5,686,1,9,abuse,0
21,336,1.77,1,1743,197116,with,5,687,1,15,about,0.0000261
21,,,1,,,raw,5,687,1,18,aiced,0
21,13,1.45,1,21,2220,purely,8,687,1,20,abstract,0.004290172
22,,,1,,,subject,4,687,1,21,arls,0
20,,,1,,,recent,5,687,1,25,aived,0
19,,,1,,,yearly,4,687,1,26,aoll,0
20,11,2.45,1,16,3304,recruit,6,687,1,30,affair,0.041797283
22,0,3.08,1,0,15891,oaf,7,687,0,31,account,0
20,,,1,,,steam,5,688,1,1,amibe,0
19,10,3.97,1,259,966,back,6,688,0,11,aboard,0.000489
19,35,2.38,1,2048,30410,or,4,688,0,11,able,0.0000324
22,,,1,,,sheet,5,688,1,12,armth,0
21,35,2.38,1,2048,30410,or,4,688,1,18,able,0.0000324
19,,,1,,,easy,3,688,0,23,ags,0
19,,,1,,,tank,6,688,1,24,aruild,0
22,,,1,,,form,6,688,1,28,arnths,0
20,,,1,,,nudge,6,688,1,29,awshed,0
20,0,2.12,1,0,117138,trellis,5,688,1,30,after,0
19,,,1,,,saved,6,688,0,5,ashrim,0
20,0,3.32,1,0,7290,wicket,6,688,1,6,active,0
20,13,2.71,1,597,3597,who,5,688,0,7,abuse,0.000174
20,,,1,,,art,5,688,1,8,ainde,0
20,,,1,,,socks,4,689,0,13,almn,0
21,,,1,,,field,5,689,1,22,apsed,0
19,0,1.57,1,0,1159,nemesis,6,689,1,26,accord,0
19,,,1,,,connection,5,689,1,26,aunde,0
22,10,3.08,1,9,15891,graphic,7,689,1,28,account,0.018656716
20,35,3.08,1,750,15891,our,7,689,0,7,account,0.000336821
20,10,2,1,119,56231,green,5,689,1,8,again,0.00177632
21,24,2.86,1,3,21857,bygone,3,690,1,14,age,0.155339806
21,,,1,,,march,6,690,1,14,ancsed,0
21,17,3,1,196,8238,four,3,690,1,16,add,0.000303523
21,,,1,,,knight,5,690,1,16,alide,0
22,68,1.8,1,1,56208,grudge,7,690,1,21,against,0.352331606
20,281,1.52,1,143,2682878,few,3,690,1,25,and,0.001304734
22,35,2.38,1,2048,30410,or,4,690,1,28,able,0.0000324
20,10,2.12,1,1,117138,seeker,5,690,0,32,after,0.126582278
20,0,2.27,1,0,262447,warren,3,690,0,32,all,0
20,,,1,,,group,4,690,0,32,aizo,0
20,131,2.45,1,289,3304,whole,6,690,0,4,affair,0.000535834
20,0,1.57,1,0,1159,nemesis,6,690,1,6,accord,0
20,11,1.57,1,110,1159,trade,6,690,1,8,accord,0.000700666
19,,,1,,,works,5,691,0,11,arnde,0
22,,,1,,,phone,6,691,1,12,athrex,0
22,,,1,,,works,5,691,0,17,arnde,0
20,,,1,,,tank,6,691,1,19,aruild,0
21,10,2.74,1,8,15429,finite,6,691,0,2,amount,0.025316456
21,,,1,,,socks,4,691,1,22,almn,0
19,,,1,,,group,4,691,1,3,aizo,0
22,,,1,,,tank,6,691,0,31,aruild,0
20,14,3.14,1,25,4254,eaten,5,692,1,1,alive,0.016528926
21,10,3.07,1,144,25203,support,6,692,1,10,across,0.00187699
22,,,1,,,field,5,692,1,12,apsed,0
20,,,1,,,art,5,692,0,13,ainde,0
20,,,1,,,form,6,692,0,13,arnths,0
21,0,3.97,1,0,966,comely,6,692,1,16,aboard,0
22,24,2.86,1,3,21857,bygone,3,692,0,17,age,0.155339806
21,100,3.14,1,125,4254,kept,5,692,1,18,alive,0.002446526
19,,,1,,,project,6,692,1,24,ainged,0
20,336,1.77,1,1743,197116,with,5,692,1,8,about,0.0000261
19,0,3.08,1,0,15891,oaf,7,693,0,11,account,0
22,,,1,,,front,5,693,1,12,apths,0
21,10,3.33,1,2,25748,airspace,5,693,1,14,above,0.117647059
21,,,1,,,table,6,693,1,20,amonte,0
22,,,1,,,bag,5,693,1,21,ampts,0
19,,,1,,,field,5,693,0,23,apsed,0
22,,,1,,,phone,6,693,1,28,athrex,0
20,,,1,,,lead,5,693,1,30,aized,0
20,14,2.27,1,295,262447,big,3,693,0,7,all,0.00121179
20,0,1.57,1,0,1159,nemesis,6,693,0,7,accord,0
20,,alemn,1,,,laminate,0,693,0,7,,0.010085729
20,10,3.97,1,259,966,back,6,694,0,13,aboard,0.000489
20,10,2,1,119,56231,green,5,694,0,13,again,0.00177632
21,12,2.12,1,220,117138,black,5,694,1,14,after,0.003132404
21,15,3.07,1,4,25203,stumble,6,694,1,14,across,0.066037736
22,,,1,,,socks,4,694,1,28,almn,0
20,,,1,,,force,6,694,1,29,aished,0
19,13,3.97,1,26,966,climb,6,694,0,5,aboard,0.004906334
20,10,2.59,1,19,1600,flood,5,694,0,7,alert,0.022222222
20,131,2.45,1,289,3304,whole,6,694,1,8,affair,0.000535834
19,,,1,,,subject,4,694,1,9,arls,0
20,0,2.46,1,0,27467,elixir,3,695,0,13,act,0
21,,,1,,,clearly,6,695,1,14,awcked,0
21,0,2,1,0,56231,hoary,5,695,1,15,again,0
21,,,1,,,sound,6,695,1,15,awphth,0
21,11,1.57,1,110,1159,trade,6,695,1,18,accord,0.000700666
19,103,2.73,1,111,10437,offer,6,695,0,23,advice,0.001386001
19,10,2.12,1,1,117138,seeker,5,695,1,24,after,0.126582278
20,51,3.48,1,2,1637,wartime,6,695,1,25,allies,0.048710602
22,11,2.74,1,109,15429,extra,6,695,1,28,amount,0.00199078
20,13,1.45,1,21,2220,purely,8,695,1,8,abstract,0.004290172
21,,,1,,,ways,6,696,1,10,almbed,0
19,,,1,,,hugs,4,696,0,11,aths,0
22,19,2.71,1,6,10940,wheelchair,6,696,1,12,access,0.017160686
21,,,1,,,girl,5,696,1,15,anzed,0
21,10,2.74,1,8,15429,finite,6,696,1,16,amount,0.025316456
22,,,1,,,city,5,696,1,21,awtch,0
21,,,1,,,saved,6,696,1,22,ashrim,0
19,12,2.12,1,220,117138,black,5,696,0,23,after,0.003132404
20,11,2.74,1,109,15429,extra,6,696,1,25,amount,0.00199078
22,11,4.11,1,122,19076,former,3,696,1,28,air,0.001237259
20,0,3.08,1,0,15891,oaf,7,696,0,7,account,0
19,37,3,1,19,8238,pan,3,696,1,9,add,0.085470085
19,0,2.27,1,0,262447,warren,3,697,0,11,all,0
22,10,3.48,1,103,1637,natural,6,697,1,12,allies,0.015857492
21,37,3,1,19,8238,pan,3,697,1,15,add,0.085470085
22,33,2.72,1,148,3941,working,6,697,0,17,abroad,0.0007179
21,,,1,,,force,6,697,1,18,aished,0
20,0,2.71,1,0,3597,opulent,5,697,1,19,abuse,0
20,,,1,,,saved,6,697,1,19,ashrim,0
19,12,4.4,1,15,5078,mature,5,697,1,26,adult,0.006774362
22,,,1,,,please,5,697,1,28,alned,0
20,0,2,1,0,56231,hoary,5,697,0,4,again,0
19,,,1,,,group,4,697,1,9,aizo,0
22,35,3.08,1,750,15891,our,7,698,1,12,account,0.000336821
22,0,2.86,1,0,21857,jink,3,698,1,12,age,0
21,,,1,,,advance,6,698,1,16,ashluk,0
22,131,2.45,1,289,3304,whole,6,698,0,17,affair,0.000535834
20,59,2.86,1,102,21857,modern,3,698,1,19,age,0.000758725
21,43,2.59,1,138,1600,red,5,698,1,20,alert,0.001453488
20,12,4.4,1,15,5078,mature,5,698,1,25,adult,0.006774362
20,,,1,,,city,5,698,1,25,awtch,0
19,,,1,,,socks,4,698,1,26,almn,0
19,,,1,,,subject,4,698,1,26,arls,0
20,0,3.97,1,0,966,comely,6,698,1,30,aboard,0
20,14,3.14,1,25,4254,eaten,5,698,1,6,alive,0.016528926
20,13,1.77,1,1,197116,brag,5,698,1,6,about,0.351351351
20,,,1,,,picture,6,698,1,6,anuque,0
19,10,1.45,1,395,2220,these,8,699,0,11,abstract,0.000112
19,,,1,,,nudge,6,699,0,11,awshed,0
20,,,1,,,recent,5,699,0,13,aived,0
21,10,2.74,1,8,15429,finite,6,699,1,22,amount,0.025316456
20,,,1,,,comes,4,699,0,32,alve,0
20,,,1,,,letter,5,699,0,7,ardge,0
19,22,1.8,1,240,56208,white,7,699,1,9,against,0.000814531
19,24,2.27,1,3,262447,amidst,3,700,0,11,all,0.296370968
22,11,1.57,1,110,1159,trade,6,700,1,12,accord,0.000700666
21,,,1,,,nudge,6,700,1,16,awshed,0
20,22,2.71,1,7,3597,racial,5,700,1,19,abuse,0.01875
20,,,1,,,lead,5,700,1,19,aized,0
19,10,3.07,1,144,25203,support,6,700,0,23,across,0.00187699
20,10,3.07,1,144,25203,support,6,700,0,32,across,0.00187699
20,0,1.77,1,0,197116,acronym,5,700,0,7,about,0
20,22,1.8,1,240,56208,white,7,700,1,8,against,0.000814531
21,,,1,,,steam,5,701,1,10,amibe,0
21,14,2.71,1,787,10940,any,6,701,1,15,access,0.0000886
21,,,1,,,group,4,701,1,16,aizo,0
20,0,1.52,1,0,2682878,drubs,3,701,1,19,and,0
19,59,2.86,1,102,21857,modern,3,701,0,23,age,0.000758725
19,0,2.74,1,0,15429,chevron,6,701,1,24,amount,0
20,,,1,,,coding,4,701,1,25,ance,0
19,10,3.08,1,9,15891,graphic,7,701,1,27,account,0.018656716
19,10,2,1,119,56231,green,5,701,1,3,again,0.00177632
19,11,2.45,1,16,3304,recruit,6,701,1,3,affair,0.041797283
20,35,2.38,1,2048,30410,or,4,701,1,30,able,0.0000324
20,,,1,,,account,3,702,1,1,ank,0
20,,,1,,,easy,3,702,1,1,ags,0
21,153,2.31,1,1375,5780,their,7,702,1,15,absence,0.0000422
22,0,2.31,1,0,5780,ribbed,7,702,0,17,absence,0
22,43,2.59,1,138,1600,red,5,702,1,21,alert,0.001453488
22,13,3.97,1,26,966,climb,6,702,1,21,aboard,0.004906334
22,0,3.33,1,0,25748,dissemble,5,702,1,21,above,0
19,0,2.71,1,0,3597,opulent,5,702,1,3,abuse,0
20,,,1,,,ways,6,703,1,1,almbed,0
19,,,1,,,despite,4,703,0,11,ards,0
22,0,2.86,1,0,22099,xylophone,6,703,1,12,action,0
22,16,4.11,1,2,19076,ambient,3,703,0,17,air,0.0778
19,40,3.32,1,12,7290,chronic,6,703,0,23,active,0.006462985
19,11,2.74,1,109,15429,extra,6,703,1,26,amount,0.00199078
22,43,2.59,1,138,1600,red,5,703,1,28,alert,0.001453488
22,,,1,,,output,5,703,1,28,anths,0
20,37,3,1,19,8238,pan,3,703,0,32,add,0.085470085
19,14,2.71,1,787,10940,any,6,703,1,9,access,0.0000886
20,,,1,,,bag,5,704,1,1,ampts,0
22,,,1,,,lion,5,704,1,12,alogg,0
21,,,1,,,answer,4,704,1,18,aggs,0
20,0,2.86,1,0,21857,jink,3,704,1,19,age,0
19,,,1,,,speech,4,704,1,24,atru,0
20,,,1,,,bag,5,704,1,29,ampts,0
20,0,1.52,1,0,2682878,drubs,3,704,1,30,and,0
20,14,3.14,1,25,4254,eaten,5,704,0,32,alive,0.016528926
20,35,2.86,1,4,22099,reflex,6,704,1,8,action,0.046321526
20,0,2.86,1,0,21857,jink,3,704,1,8,age,0
19,,,1,,,field,5,705,0,11,apsed,0
21,,,1,,,mug,6,705,1,15,alched,0
19,11,2.45,1,16,3304,recruit,6,705,0,23,affair,0.041797283
19,,,1,,,month,4,705,1,26,abbs,0.000588755
19,12,4.4,1,15,5078,mature,5,705,1,27,adult,0.006774362
19,0,3.08,1,0,15891,oaf,7,705,1,27,account,0
19,,,1,,,march,6,705,1,27,ancsed,0
19,,,1,,,market,5,705,1,3,awhus,0
22,,,1,,,connection,5,705,0,31,aunde,0
20,11,2.74,1,109,15429,extra,6,705,0,32,amount,0.00199078
20,68,1.8,1,1,56208,grudge,7,706,1,1,against,0.352331606
19,100,3.14,1,125,4254,kept,5,706,0,11,alive,0.002446526
19,10,2.12,1,1,117138,seeker,5,706,0,11,after,0.126582278
21,13,3.97,1,26,966,climb,6,706,1,14,aboard,0.004906334
21,43,2.59,1,138,1600,red,5,706,1,16,alert,0.001453488
21,11,2.74,1,109,15429,extra,6,706,0,2,amount,0.00199078
21,13,1.77,1,1,197116,brag,5,706,0,2,about,0.351351351
21,,,1,,,comes,4,706,0,2,alve,0
21,,,1,,,front,5,706,1,20,apths,0
21,28,2.38,1,19,30410,scarcely,4,706,1,22,able,0.007159905
19,0,4.4,1,0,5078,saccade,5,706,1,24,adult,0
20,37,3,1,19,8238,pan,3,706,1,25,add,0.085470085
19,,,1,,,city,5,706,1,26,awtch,0
19,24,2.46,1,342,27467,every,3,706,1,9,act,0.000772355
19,13,3.97,1,26,966,climb,6,706,1,9,aboard,0.004906334
22,,,1,,,tank,6,707,1,12,aruild,0
20,0,2.71,1,0,10940,taxes,6,707,0,13,access,0
20,0,2.86,1,0,22099,xylophone,6,707,1,19,action,0
21,0,1.77,1,0,197116,acronym,5,707,1,22,about,0
22,,,1,,,bag,5,707,1,28,ampts,0
20,10,2,1,119,56231,green,5,707,1,30,again,0.00177632
20,153,2.31,1,1375,5780,their,7,707,0,7,absence,0.0000422
20,,,1,,,final,5,707,0,7,ainns,0
20,,,1,,,front,5,707,1,8,apths,0
19,24,2.86,1,3,21857,bygone,3,707,1,9,age,0.155339806
20,10,1.45,1,395,2220,these,8,708,1,1,abstract,0.000112
19,21,1.57,1,29,1159,lake,6,708,0,23,accord,0.010085729
19,0,2.31,1,0,5780,ribbed,7,708,1,26,absence,0
22,14,2.71,1,787,10940,any,6,708,1,28,access,0.0000886
22,0,2.71,1,0,3597,opulent,5,708,1,28,abuse,0
22,33,2.72,1,148,3941,working,6,708,0,31,abroad,0.0007179
22,,,1,,,subject,4,708,0,31,arls,0
20,11,2.45,1,16,3304,recruit,6,708,0,7,affair,0.041797283
20,,,1,,,output,5,708,0,7,anths,0
21,12,2.12,1,220,117138,black,5,709,1,18,after,0.003132404
21,,,1,,,market,5,709,1,18,awhus,0
21,0,2.31,1,0,5780,ribbed,7,709,1,20,absence,0
21,,,1,,,laminate,5,709,1,20,alemn,0
22,24,2.46,1,342,27467,every,3,709,1,21,act,0.000772355
19,,,1,,,razor,6,709,1,3,akrath,0
20,,,1,,,art,5,709,1,6,ainde,0
20,68,1.8,1,1,56208,grudge,7,709,0,7,against,0.352331606
19,,,1,,,ways,6,710,0,11,almbed,0
22,21,1.57,1,29,1159,lake,6,710,1,12,accord,0.010085729
22,0,3.97,1,0,966,comely,6,710,1,12,aboard,0
22,,,1,,,time,6,710,1,12,aphlar,0
21,14,2.27,1,295,262447,big,3,710,1,16,all,0.00121179
21,22,2.71,1,7,3597,racial,5,710,1,16,abuse,0.01875
21,11,2.74,1,109,15429,extra,6,710,1,18,amount,0.00199078
21,22,1.8,1,240,56208,white,7,710,1,20,against,0.000814531
21,,,1,,,table,6,710,1,22,amonte,0
19,12,4.4,1,15,5078,mature,5,710,0,23,adult,0.006774362
19,,,1,,,answer,4,710,1,24,aggs,0
19,,,1,,,front,5,710,1,24,apths,0
19,,,1,,,subject,4,710,1,24,arls,0
19,,,1,,,easy,3,710,1,27,ags,0
20,,,1,,,lion,5,710,0,32,alogg,0
20,13,3.97,1,26,966,climb,6,710,0,7,aboard,0.004906334
20,,,1,,,march,6,710,1,8,ancsed,0
20,,,1,,,nudge,6,710,1,8,awshed,0
22,10,3.48,1,103,1637,natural,6,711,0,17,allies,0.015857492
21,,,1,,,steam,5,711,1,18,amibe,0
20,35,3.08,1,750,15891,our,7,711,1,19,account,0.000336821
21,11,2.45,1,16,3304,recruit,6,711,0,2,affair,0.041797283
21,0,2.31,1,0,5780,ribbed,7,711,0,2,absence,0
22,,,1,,,easy,3,711,1,21,ags,0
19,,,1,,,art,5,711,1,3,ainde,0
19,10,1.52,1,1,2682878,acne,3,711,0,5,and,0.0746
22,35,2.38,1,2048,30410,or,4,712,1,12,able,0.0000324
21,24,2.86,1,3,21857,bygone,3,712,1,15,age,0.155339806
21,0,2.46,1,0,27467,elixir,3,712,1,16,act,0
21,33,2.72,1,148,3941,working,6,712,1,18,abroad,0.0007179
21,0,3.97,1,0,966,comely,6,712,1,18,aboard,0
20,0,1.77,1,0,197116,acronym,5,712,1,19,about,0
21,13,2.71,1,597,3597,who,5,712,1,20,abuse,0.000174
19,,,1,,,lead,5,712,1,26,aized,0
19,12,2.12,1,220,117138,black,5,712,1,27,after,0.003132404
20,,,1,,,despite,4,712,1,29,ards,0
20,,,1,,,month,4,712,1,30,abbs,0.000588755
20,0,4.4,1,0,5078,saccade,5,712,0,7,adult,0
22,11,4.11,1,122,19076,former,3,713,1,12,air,0.001237259
21,21,3.32,1,201,7290,under,6,713,1,14,active,0.004194452
21,24,2.86,1,3,21857,bygone,3,713,1,18,age,0.155339806
21,14,2.71,1,787,10940,any,6,713,0,2,access,0.0000886
22,,,1,,,speech,4,713,1,21,atru,0
21,0,3.32,1,0,7290,wicket,6,713,1,22,active,0
19,,,1,,,picture,6,713,1,26,anuque,0
20,25,2.86,1,155,22099,common,6,713,1,29,action,0.000712368
20,10,2.72,1,11,3941,shipped,6,713,1,30,abroad,0.022099448
22,0,1.52,1,0,2682878,drubs,3,713,0,31,and,0
22,0,3,1,0,8238,quad,3,713,0,31,add,0
20,16,4.11,1,2,19076,ambient,3,713,0,32,air,0.0778
20,10,3.97,1,259,966,back,6,713,1,6,aboard,0.000489
20,16,4.11,1,2,19076,ambient,3,713,1,8,air,0.0778
21,,,1,,,sheet,5,714,1,10,armth,0
20,11,2.73,1,16,10437,cab,6,714,0,13,advice,0.01616031
22,0,2.86,1,0,22099,xylophone,6,714,0,17,action,0
21,,,1,,,output,5,714,1,18,anths,0
20,24,2.86,1,3,21857,bygone,3,714,1,19,age,0.155339806
21,,,1,,,final,5,714,0,2,ainns,0
21,0,2.71,1,0,10940,taxes,6,714,1,22,access,0
19,,,1,,,speech,4,714,1,27,atru,0
20,0,1.52,1,0,2682878,drubs,3,714,1,29,and,0
20,,,1,,,please,5,714,0,4,alned,0
20,,,1,,,despite,4,714,0,7,ards,0
19,0,3.97,1,0,966,comely,6,715,0,11,aboard,0
19,,,1,,,letter,5,715,0,11,ardge,0
21,336,1.77,1,1743,197116,with,5,715,1,14,about,0.0000261
22,0,2.38,1,0,30410,yonder,4,715,0,17,able,0
21,,,1,,,letter,5,715,0,2,ardge,0
21,17,3,1,196,8238,four,3,715,1,22,add,0.000303523
19,,,1,,,mug,6,715,1,26,alched,0
20,0,4.4,1,0,5078,saccade,5,715,1,29,adult,0
22,11,4.11,1,122,19076,former,3,715,0,31,air,0.001237259
22,51,3.48,1,2,1637,wartime,6,715,0,31,allies,0.048710602
22,,,1,,,march,6,715,0,31,ancsed,0
20,0,1.57,1,0,1159,nemesis,6,715,0,32,accord,0
20,336,1.77,1,1743,197116,with,5,715,1,6,about,0.0000261
20,10,3.07,1,144,25203,support,6,715,1,8,across,0.00187699
20,,,1,,,month,4,715,1,8,abbs,0.000588755
21,0,2.73,1,0,10437,ley,6,716,1,16,advice,0
21,,,1,,,ways,6,716,1,16,almbed,0
21,0,2.38,1,0,30410,yonder,4,716,1,18,able,0
21,68,1.8,1,1,56208,grudge,7,716,0,2,against,0.352331606
21,68,1.8,1,1,56208,grudge,7,716,1,20,against,0.352331606
21,10,2.59,1,19,1600,flood,5,716,1,22,alert,0.022222222
20,,,1,,,sound,6,716,1,25,awphth,0
20,,,1,,,saved,6,716,1,29,ashrim,0
20,43,2.59,1,138,1600,red,5,716,1,6,alert,0.001453488
22,,,1,,,fire,5,717,1,12,aifes,0
21,10,2.74,1,8,15429,finite,6,717,1,15,amount,0.025316456
21,0,4.4,1,0,5078,saccade,5,717,1,15,adult,0
21,13,2.71,1,597,3597,who,5,717,1,16,abuse,0.000174
21,13,3.97,1,26,966,climb,6,717,1,16,aboard,0.004906334
21,12,2.12,1,220,117138,black,5,717,1,20,after,0.003132404
19,,alemn,1,,,laminate,0,717,1,27,,0.010085729
20,14,2.71,1,787,10940,any,6,717,1,6,access,0.0000886
19,35,3.08,1,750,15891,our,7,717,1,9,account,0.000336821
20,12,2.12,1,220,117138,black,5,718,1,1,after,0.003132404
21,,,1,,,lion,5,718,1,10,alogg,0
22,14,2.71,1,787,10940,any,6,718,1,12,access,0.0000886
20,,,1,,,project,6,718,1,19,ainged,0
19,,,1,,,table,6,718,1,24,amonte,0
20,,,1,,,table,6,718,1,30,amonte,0
19,33,2.72,1,148,3941,working,6,718,0,5,abroad,0.0007179
20,,,1,,,knight,5,718,1,6,alide,0
21,21,3.32,1,201,7290,under,6,719,1,10,active,0.004194452
21,0,3.08,1,0,15891,oaf,7,719,1,10,account,0
19,,,1,,,yearly,4,719,0,11,aoll,0
21,,,1,,,group,4,719,0,2,aizo,0
21,,,1,,,answer,4,719,1,20,aggs,0
21,,,1,,,front,5,719,1,22,apths,0
19,0,2.86,1,0,22099,xylophone,6,719,1,24,action,0
20,,,1,,,nudge,6,719,0,32,awshed,0
20,,,1,,,final,5,719,0,4,ainns,0
22,22,1.8,1,240,56208,white,7,720,0,17,against,0.000814531
22,21,1.57,1,29,1159,lake,6,720,0,17,accord,0.010085729
21,19,2.71,1,6,10940,wheelchair,6,720,1,22,access,0.017160686
19,,,1,,,project,6,720,0,23,ainged,0
20,0,2.74,1,0,15429,chevron,6,720,1,8,amount,0
22,0,1.57,1,0,1159,nemesis,6,721,1,12,accord,0
22,,,1,,,steam,5,721,1,12,amibe,0
20,40,3.32,1,12,7290,chronic,6,721,0,13,active,0.006462985
21,10,2,1,119,56231,green,5,721,1,16,again,0.00177632
19,0,1.52,1,0,2682878,drubs,3,721,1,24,and,0
19,,,1,,,field,5,721,1,26,apsed,0
20,0,4.11,1,0,19076,exclaim,3,721,1,29,air,0
19,0,2.73,1,0,10437,ley,6,721,0,5,advice,0
19,0,2,1,0,56231,hoary,5,721,1,9,again,0
19,,,1,,,coding,4,721,1,9,ance,0
21,33,2.72,1,148,3941,working,6,722,1,10,abroad,0.0007179
19,0,2.59,1,0,1600,orate,5,722,0,11,alert,0
21,103,2.73,1,111,10437,offer,6,722,1,14,advice,0.001386001
19,10,2,1,119,56231,green,5,722,0,23,again,0.00177632
19,,,1,,,despite,4,722,0,23,ards,0
19,0,2.12,1,0,117138,trellis,5,722,1,26,after,0
19,,,1,,,bag,5,722,1,27,ampts,0
20,10,2.74,1,8,15429,finite,6,722,1,30,amount,0.025316456
20,13,1.45,1,21,2220,purely,8,722,0,32,abstract,0.004290172
20,103,2.73,1,111,10437,offer,6,722,0,4,advice,0.001386001
21,,,1,,,involved,5,723,1,10,arned,0
20,0,3.07,1,0,25203,assemblage,6,723,1,19,across,0
21,,,1,,,ways,6,723,1,22,almbed,0
19,,,1,,,clearly,6,723,0,23,awcked,0
22,,,1,,,market,5,723,0,31,awhus,0
19,28,2.38,1,19,30410,scarcely,4,723,0,5,able,0.007159905
20,14,3.14,1,25,4254,eaten,5,723,1,8,alive,0.016528926
22,10,4.4,1,252,5078,large,5,724,1,12,adult,0.000444168
21,,,1,,,subject,4,724,1,15,arls,0
22,0,2.86,1,0,21857,jink,3,724,0,17,age,0
21,10,2.72,1,11,3941,shipped,6,724,1,18,abroad,0.022099448
20,21,1.57,1,29,1159,lake,6,724,1,19,accord,0.010085729
19,11,4.11,1,122,19076,former,3,724,1,26,air,0.001237259
20,,,1,,,group,4,724,1,29,aizo,0
19,21,3.32,1,201,7290,under,6,724,1,3,active,0.004194452
